Year,Co code,County Name,DIST_ID,District Name,SCHOOL_ID,School Name,PRGCODE,GRADE_LEVEL,WH_M,WH_F,BL_M,BL_F,HI_M,HI_F,AS_M,AS_F,AM_M,AM_F,PI_M,PI_F,MU_M,MU_F,ROW_TOTAL,FREE_LUNCH,REDUCED_LUNCH,LEP,MIGRANT
2010-2011,21,MERCER,1245,EAST WINDSOR REGIONAL,999,Total,6,NA,86,83,18,31,49,58,38,40,,1,0,0,,,404,,,,
2010-2011,21,MERCER,1245,EAST WINDSOR REGIONAL,999,Total,7,NA,105,94,20,29,48,47,36,32,,,0,0,2,,413,,,,
2010-2011,21,MERCER,1245,EAST WINDSOR REGIONAL,999,Total,8,NA,83,70,16,21,54,55,32,30,,,0,0,1,,362,,,,
2010-2011,21,MERCER,1245,EAST WINDSOR REGIONAL,999,Total,9,NA,83,91,22,18,52,45.5,23,28,,,0,0,1,,363.5,,,,
2010-2011,21,MERCER,1245,EAST WINDSOR REGIONAL,999,Total,10,NA,96,84,28.5,17,51,36,28,24,,,0,0,,,364.5,,,,
2010-2011,21,MERCER,1245,EAST WINDSOR REGIONAL,999,Total,11,NA,82,82.5,19,23,39,27.5,31.5,19,,,0,0,1,,324.5,,,,
2010-2011,21,MERCER,1245,EAST WINDSOR REGIONAL,999,Total,12,NA,75.5,66,25.5,25,44,37,21,20,,,0,0,,,314,,,,
2010-2011,21,MERCER,1245,EAST WINDSOR REGIONAL,999,Total,UG,NA,31.5,6,14.5,6,49.5,25,12,2,,1,0,0,,,147.5,,,,
2010-2011,21,MERCER,1245,EAST WINDSOR REGIONAL,999,Total,55,NA,1105,1056.5,271.5,265,751.5,662,460.5,431,,3,1,1,9,3,5020,1077,310.5,327,0.5
2010-2011,21,MERCER,1430,EWING TOWNSHIP,50,Ewing H.S.,9,NA,44,53,85.5,87.5,15,15,4,4,,,0,0,4,4,316,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,50,Ewing H.S.,10,NA,36,45.5,82,85.5,15.5,18,7,3,,,0,0,,1,293.5,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,50,Ewing H.S.,11,NA,43.5,38,61,49.5,17.5,12.5,2,6.5,,,0,0,,3,233.5,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,50,Ewing H.S.,12,NA,44.5,45,61,57,13,16,3.5,2,,,0,0,1,4,247,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,50,Ewing H.S.,UG,NA,3,1,3,2,,,,1,,,0,0,,,10,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,50,Ewing H.S.,55,NA,171,182.5,292.5,281.5,61,61.5,16.5,16.5,,,0,0,5,12,1100,243,111.5,21.5,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,60,Gilmore J. Fisher M.S.,6,NA,63,45,70,75,26,21,3,5,,,0,0,4,7,319,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,60,Gilmore J. Fisher M.S.,7,NA,54,54,60,68,22,17,5,6,,,0,1,5,2,294,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,60,Gilmore J. Fisher M.S.,8,NA,52,47,66,66,36,10,8,5,,,0,0,5,3,298,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,60,Gilmore J. Fisher M.S.,UG,NA,3,1,16,8,1,1,1,2,,,0,0,1,,34,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,60,Gilmore J. Fisher M.S.,55,NA,172,147,212,217,85,49,17,18,,,0,1,15,12,945,251,93,12,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,105,Francis Lore E.S.,KF,NA,18,23,11,15,5,3,2,1,,,0,0,2,,80,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,105,Francis Lore E.S.,KH,NA,,,,,,,1,,,,0,0,,,1,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,105,Francis Lore E.S.,1,NA,21,15,12,15,7,5,3,1,,,0,0,1,2,82,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,105,Francis Lore E.S.,2,NA,16,26,15,16,2,3,2,5,,,0,0,1,,86,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,105,Francis Lore E.S.,3,NA,21,12,17,18,7,2,,3,,,0,0,,1,81,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,105,Francis Lore E.S.,4,NA,23,26,14,14,3,2,4,2,,,0,0,1,,89,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,105,Francis Lore E.S.,5,NA,19,20,21,24,3,4,2,1,,,0,0,1,4,99,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,105,Francis Lore E.S.,UG,NA,3,,3,,,,,,,,0,0,,,6,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,105,Francis Lore E.S.,55,NA,121,122,93,102,27,19,14,13,,,0,0,6,7,524,112,31,11,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,130,Parkway E.S.,KF,NA,10,4,20,8,6,6,1,1,,,0,0,1,,57,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,130,Parkway E.S.,1,NA,8,5,14,23,5,5,1,1,,,0,0,2,4,68,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,130,Parkway E.S.,2,NA,11,4,23,21,7,7,1,1,,,0,0,1,,76,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,130,Parkway E.S.,3,NA,9,6,20,15,7,9,2,1,,,0,0,3,1,73,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,130,Parkway E.S.,4,NA,2,10,31,17,5,5,,1,,,1,0,1,3,76,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,130,Parkway E.S.,5,NA,8,8,30,19,6,6,1,2,,,0,0,1,2,83,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,130,Parkway E.S.,UG,NA,2,3,7,1,1,,,,,,0,0,1,,15,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,130,Parkway E.S.,55,NA,50,40,145,104,37,38,6,7,,,1,0,10,10,448,163,46,21,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,140,William L. Antheil E.S.,PH,NA,7,8,2,2,2,2,,,,,0,0,,,23,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,140,William L. Antheil E.S.,KF,NA,31,16,24,21,9,6,,3,1,,0,0,,4,115,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,140,William L. Antheil E.S.,1,NA,28,13,16,14,9,5,4,2,,,0,0,2,1,94,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,140,William L. Antheil E.S.,2,NA,28,13,13,21,12,9,2,4,,,1,0,,2,105,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,140,William L. Antheil E.S.,3,NA,17,31,18,22,8,6,1,2,,,0,0,,2,107,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,140,William L. Antheil E.S.,4,NA,23,15,13,20,6,5,3,1,,,0,0,,5,91,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,140,William L. Antheil E.S.,5,NA,24,25,19,21,2,6,4,4,,,0,0,,1,106,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,140,William L. Antheil E.S.,UG,NA,12,5,23,5,5,3,2,3,,,0,0,2,,60,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,140,William L. Antheil E.S.,55,NA,170,126,128,126,53,42,16,19,1,,1,0,4,15,701,169,55,9,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,999,Total,PH,NA,7,8,2,2,2,2,,,,,0,0,,,23,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,999,Total,KF,NA,59,43,55,44,20,15,3,5,1,,0,0,3,4,252,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,999,Total,KH,NA,,,,,,,1,,,,0,0,,,1,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,999,Total,1,NA,57,33,42,52,21,15,8,4,,,0,0,5,7,244,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,999,Total,2,NA,55,43,51,58,21,19,5,10,,,1,0,2,2,267,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,999,Total,3,NA,47,49,55,55,22,17,3,6,,,0,0,3,4,261,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,999,Total,4,NA,48,51,58,51,14,12,7,4,,,1,0,2,8,256,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,999,Total,5,NA,51,53,70,64,11,16,7,7,,,0,0,2,7,288,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,999,Total,6,NA,63,45,70,75,26,21,3,5,,,0,0,4,7,319,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,999,Total,7,NA,54,54,60,68,22,17,5,6,,,0,1,5,2,294,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,999,Total,8,NA,52,47,66,66,36,10,8,5,,,0,0,5,3,298,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,999,Total,9,NA,44,53,85.5,87.5,15,15,4,4,,,0,0,4,4,316,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,999,Total,10,NA,36,45.5,82,85.5,15.5,18,7,3,,,0,0,,1,293.5,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,999,Total,11,NA,43.5,38,61,49.5,17.5,12.5,2,6.5,,,0,0,,3,233.5,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,999,Total,12,NA,44.5,45,61,57,13,16,3.5,2,,,0,0,1,4,247,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,999,Total,UG,NA,23,10,52,16,7,4,3,6,,,0,0,4,,125,,,,
2010-2011,21,MERCER,1430,EWING TOWNSHIP,999,Total,55,NA,684,617.5,870.5,830.5,263,209.5,69.5,73.5,1,,2,1,40,56,3718,938,336.5,74.5,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,50,Hamilton East-Steinert H.S.,9,NA,143,143,3,7,12,21,6,9,,,0,0,6,3,353,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,50,Hamilton East-Steinert H.S.,10,NA,157,155,7,10,16,18,4,6,,1,1,0,4,7,386,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,50,Hamilton East-Steinert H.S.,11,NA,154,154,14,8.5,15,15.5,10,4,1,,0,0,4,5,385,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,50,Hamilton East-Steinert H.S.,12,NA,135,150.5,10.5,5.5,4,9.5,5.5,8.5,,,0,0,3,4,336,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,50,Hamilton East-Steinert H.S.,UG,NA,12,8.5,3,,2,0.5,,,,,0,0,,,26,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,50,Hamilton East-Steinert H.S.,55,NA,601,611,37.5,31,49,64.5,25.5,27.5,1,1,1,0,17,19,1486,75.5,27,9.5,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,55,Hamilton North-Nottingham H.S.,9,NA,67,60,56,66,35,47,4,5,,,0,0,5,4,349,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,55,Hamilton North-Nottingham H.S.,10,NA,58,69,51,47,35,28,5,3,1,,1,0,4,4,306,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,55,Hamilton North-Nottingham H.S.,11,NA,46.5,70,34.5,56.5,31,39,3,1.5,,,1,1,2.5,9,295.5,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,55,Hamilton North-Nottingham H.S.,12,NA,70.5,59,41,40,29,36.5,6,8,,,1,0,3,3.5,297.5,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,55,Hamilton North-Nottingham H.S.,UG,NA,12,11,20.5,13.5,9,3,1,,,,0,0,1,,71,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,55,Hamilton North-Nottingham H.S.,55,NA,254,269,203,223,139,153.5,19,17.5,1,,3,1,15.5,20.5,1319,423.5,103,29,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,60,Hamilton West-Watson H.S.,9,NA,91,94,43,33,44,34,3,4,,1,0,0,1,3,351,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,60,Hamilton West-Watson H.S.,10,NA,82,87,33,23,32.5,27,5,5,,,0,0,5,7,306.5,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,60,Hamilton West-Watson H.S.,11,NA,79,84,27.5,35,23.5,27.5,6,2,,,0,0,4.5,6,295,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,60,Hamilton West-Watson H.S.,12,NA,83,81.5,18.5,34,32.5,23,3.5,3,,1,0,0,1,3,284,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,60,Hamilton West-Watson H.S.,UG,NA,11.5,5.5,4,7,9,4,,,,,0,0,,,41,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,60,Hamilton West-Watson H.S.,55,NA,346.5,352,126,132,141.5,115.5,17.5,14,,2,0,0,11.5,19,1277.5,280.5,66.5,26,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,70,Albert E. Grice M.S.,6,NA,92,78,26,21,26,40,5,5,,,0,0,9,3,305,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,70,Albert E. Grice M.S.,7,NA,82,70,14,27,30,22,6,7,,,0,0,5,1,264,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,70,Albert E. Grice M.S.,8,NA,109,84,25,27,32,24,4,10,,,0,0,4,7,326,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,70,Albert E. Grice M.S.,UG,NA,8,2,10,6,9,3,1,1,,,0,0,,,40,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,70,Albert E. Grice M.S.,55,NA,291,234,75,81,97,89,16,23,,,0,0,18,11,935,204,76,10,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,80,Emily C. Reynolds M.S.,6,NA,109,116,22,27,20,29,10,6,,,0,0,3,4,346,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,80,Emily C. Reynolds M.S.,7,NA,124,114,26,18,23,19,5,8,,1,0,0,3,5,346,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,80,Emily C. Reynolds M.S.,8,NA,126,102,21,28,16,25,4,5,,,0,0,4,10,341,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,80,Emily C. Reynolds M.S.,UG,NA,12,13,17,7,13,4,,,,,0,0,,,66,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,80,Emily C. Reynolds M.S.,55,NA,371,345,86,80,72,77,19,19,,1,0,0,10,19,1099,202,39,11,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,83,Richard C. Crockett M.S.,6,NA,63,72,30,29,33,22,10,3,,,1,0,2,2,267,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,83,Richard C. Crockett M.S.,7,NA,78,62,37,25,29,28,9,4,,,0,0,4,4,280,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,83,Richard C. Crockett M.S.,8,NA,60,74,28,34,25,34,7,5,,,0,0,3,3,273,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,83,Richard C. Crockett M.S.,UG,NA,8,6,21,15,9,5,,,,,0,0,,,64,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,83,Richard C. Crockett M.S.,55,NA,209,214,116,103,96,89,26,12,,,1,0,9,9,884,259,64,14,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,85,Alexander E.S.,KF,NA,17,17,1,1,3,1,1,1,1,,0,0,,,43,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,85,Alexander E.S.,1,NA,21,27,3,4,4,5,1,1,,,0,0,,,66,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,85,Alexander E.S.,2,NA,26,18,3,3,6,1,1,1,,,0,0,,,59,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,85,Alexander E.S.,3,NA,22,24,,2,4,1,1,3,,,0,0,2,,59,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,85,Alexander E.S.,4,NA,27,21,4,2,3,3,5,1,,,0,0,,1,67,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,85,Alexander E.S.,5,NA,26,28,,1,2,1,2,3,,,0,0,1,1,65,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,85,Alexander E.S.,UG,NA,7,2,,,,,,,,,0,0,1,,10,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,85,Alexander E.S.,55,NA,146,137,11,13,22,12,11,10,1,,0,0,4,2,369,28,8,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,105,George E. Wilson E.S.,KF,NA,4,2,14,8,15,14,3,3,,,0,0,1,1,65,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,105,George E. Wilson E.S.,1,NA,2,3,6,13,3,9,3,3,,,0,1,3,,46,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,105,George E. Wilson E.S.,2,NA,3,3,19,9,12,6,2,,,,0,0,2,1,57,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,105,George E. Wilson E.S.,3,NA,7,2,8,15,4,12,1,1,,,0,0,2,,52,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,105,George E. Wilson E.S.,4,NA,11,10,12,10,11,11,,3,,,0,0,5,3,76,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,105,George E. Wilson E.S.,5,NA,5,3,14,9,8,15,,,,,0,1,,1,56,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,105,George E. Wilson E.S.,UG,NA,5,2,4,2,4,4,1,,,,0,0,,,22,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,105,George E. Wilson E.S.,55,NA,37,25,77,66,57,71,10,10,,,0,2,13,6,374,197,34,18,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,110,Greenwood E.S.,PH,NA,6,2,,,2,2,1,,,,0,0,,,13,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,110,Greenwood E.S.,KF,NA,,1,7,7,11,10,,,,,0,0,2,1,39,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,110,Greenwood E.S.,1,NA,1,,11,10,7,3,1,1,,,0,0,,,34,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,110,Greenwood E.S.,2,NA,,1,5,4,14,4,,,,,0,0,1,1,30,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,110,Greenwood E.S.,3,NA,1,1,5,9,6,5,,,,,0,0,,,27,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,110,Greenwood E.S.,4,NA,1,,10,11,5,9,,,,,0,0,1,,37,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,110,Greenwood E.S.,5,NA,1,,15,13,5,6,,1,,,0,0,1,,42,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,110,Greenwood E.S.,UG,NA,1,1,3,1,1,1,,,,,0,0,,,8,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,110,Greenwood E.S.,55,NA,11,6,56,55,51,40,2,2,,,0,0,5,2,230,134,34,14,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,150,Kisthardt E.S.,KF,NA,6,4,2,3,4,4,1,,,,0,0,,,24,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,150,Kisthardt E.S.,1,NA,9,6,3,5,10,8,1,3,,,0,0,,,45,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,150,Kisthardt E.S.,2,NA,13,6,2,7,7,4,,1,1,,0,0,,,41,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,150,Kisthardt E.S.,3,NA,8,10,6,1,4,16,2,,,,0,0,1,,48,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,150,Kisthardt E.S.,4,NA,6,4,6,4,6,4,,1,,,0,0,2,,33,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,150,Kisthardt E.S.,5,NA,5,11,7,6,2,3,,,,,0,0,1,1,36,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,150,Kisthardt E.S.,UG,NA,2,1,1,,,,,,,,0,0,,,4,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,150,Kisthardt E.S.,55,NA,49,42,27,26,33,39,4,5,1,,0,0,4,1,231,87,33,14,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,160,Klockner E.S.,KF,NA,10,8,5,5,8,7,,,,,0,0,1,1,45,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,160,Klockner E.S.,1,NA,6,7,9,2,4,9,1,1,,,0,0,,,39,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,160,Klockner E.S.,2,NA,10,9,7,6,4,3,,,,,0,0,,,39,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,160,Klockner E.S.,3,NA,9,8,8,5,3,5,1,1,,,0,0,,,40,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,160,Klockner E.S.,4,NA,10,3,8,2,4,3,2,,,,0,0,,,32,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,160,Klockner E.S.,5,NA,4,13,5,7,4,5,1,,,,0,0,,,39,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,160,Klockner E.S.,UG,NA,5,1,,,1,1,,,,,0,0,,,8,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,160,Klockner E.S.,55,NA,54,49,42,27,28,33,5,2,,,0,0,1,1,242,89,26,7,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,170,Kuser E.S.,KF,NA,5,9,15,13,7,6,3,5,,,0,0,,,63,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,170,Kuser E.S.,1,NA,13,8,11,8,5,8,3,1,,,0,0,,,57,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,170,Kuser E.S.,2,NA,12,11,10,9,14,10,4,,,,0,0,,,70,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,170,Kuser E.S.,3,NA,6,8,8,16,5,6,,,,,0,0,,,49,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,170,Kuser E.S.,4,NA,8,7,7,8,9,8,2,1,,,0,0,1,2,53,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,170,Kuser E.S.,5,NA,7,5,10,6,7,4,2,5,,,1,0,4,2,53,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,170,Kuser E.S.,UG,NA,3,2,2,,1,,,,,,0,0,,,8,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,170,Kuser E.S.,55,NA,54,50,63,60,48,42,14,12,,,1,0,5,4,353,138,39,19,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,180,Lalor E.S.,KF,NA,6,6,5,5,13,10,1,1,,,0,1,,,48,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,180,Lalor E.S.,1,NA,3,4,5,6,11,11,1,,,,0,0,2,,43,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,180,Lalor E.S.,2,NA,7,6,4,6,7,10,1,,,,0,0,,,41,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,180,Lalor E.S.,3,NA,10,6,2,2,8,11,,1,,,0,0,,,40,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,180,Lalor E.S.,4,NA,4,6,4,4,11,9,,,,,0,0,,,38,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,180,Lalor E.S.,5,NA,6,10,6,2,6,7,,1,,,0,0,,1,39,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,180,Lalor E.S.,UG,NA,5,1,7,,5,,,,,,0,0,,1,19,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,180,Lalor E.S.,55,NA,41,39,33,25,61,58,3,3,,,0,1,2,2,268,104,35,18,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,185,Langtree E.S.,KF,NA,23,18,4,4,6,4,2,7,,,0,0,,,68,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,185,Langtree E.S.,1,NA,19,18,3,4,5,4,4,1,,,0,0,,,58,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,185,Langtree E.S.,2,NA,16,17,6,5,6,4,5,3,,,0,0,1,,63,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,185,Langtree E.S.,3,NA,18,21,2,3,7,2,1,1,,,0,0,,,55,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,185,Langtree E.S.,4,NA,19,21,3,4,3,5,1,3,,,0,0,1,2,62,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,185,Langtree E.S.,5,NA,17,20,6,4,9,4,,5,,,0,0,1,1,67,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,185,Langtree E.S.,55,NA,112,115,24,24,36,23,13,20,,,0,0,3,3,373,82,21,14,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,200,McGalliard E.S.,KF,NA,15,13,3,2,6,9,1,,,,0,0,,,49,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,200,McGalliard E.S.,1,NA,5,13,1,4,5,8,,1,,,0,0,,,37,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,200,McGalliard E.S.,2,NA,16,20,1,2,2,4,1,1,,,0,0,,,47,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,200,McGalliard E.S.,3,NA,10,15,2,6,7,2,1,,,,0,0,,,43,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,200,McGalliard E.S.,4,NA,16,11,4,3,9,4,2,1,,,0,0,1,,51,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,200,McGalliard E.S.,5,NA,11,14,7,2,2,5,3,2,,,0,0,1,,47,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,200,McGalliard E.S.,UG,NA,3,1,4,2,1,,1,,,,0,0,1,,13,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,200,McGalliard E.S.,55,NA,76,87,22,21,32,32,9,5,,,0,0,3,,287,76,23,9,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,210,Mercerville E.S.,KF,NA,31,18,2,3,3,6,2,,,,0,0,,,65,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,210,Mercerville E.S.,1,NA,20,20,5,2,6,7,,2,,,0,0,,,62,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,210,Mercerville E.S.,2,NA,23,15,4,4,3,8,5,3,1,,0,0,,,66,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,210,Mercerville E.S.,3,NA,21,16,4,2,4,6,2,2,,,0,0,1,,58,,,,
2010-2011,21,MERCER,1950,HAMILTON TOWNSHIP,210,Mercerville E.S.,4,NA,20,18,,4,3,6,3,,,,0,0,,,54,,,,
